date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:45	137616/137616	---M--	200	added ('OK')	image/png	etag:%22714842b706e06db175128442237b5a05%22	https://storage.googleapis.com/strangeloop2017/img/slide43.png	./storage.googleapis.com/strangeloop2017/img/slide43.png	(from https://storage.googleapis.com/strangeloop2017/slide43.html)
22:27:46	278847/278847	---M--	200	added ('OK')	image/png	etag:%22f753203eca9e224ad97ec8445b46f493%22	https://storage.googleapis.com/strangeloop2017/img/slide44.png	./storage.googleapis.com/strangeloop2017/img/slide44.png	(from https://storage.googleapis.com/strangeloop2017/slide44.html)
22:27:47	96786/96786	---M--	200	added ('OK')	image/png	etag:%228b9fc85793a20219038d3b7e477d4536%22	https://storage.googleapis.com/strangeloop2017/img/slide45.png	./storage.googleapis.com/strangeloop2017/img/slide45.png	(from https://storage.googleapis.com/strangeloop2017/slide45.html)
22:27:49	104637/104637	---M--	200	added ('OK')	image/png	etag:%224c673d9072d9d1c2b796c86107c1a437%22	https://storage.googleapis.com/strangeloop2017/img/slide47.png	./storage.googleapis.com/strangeloop2017/img/slide47.png	(from https://storage.googleapis.com/strangeloop2017/slide47.html)
22:27:49	416429/416429	---M--	200	added ('OK')	image/png	etag:%2276ea723bee1fa6ebb518ca816a4efa56%22	https://storage.googleapis.com/strangeloop2017/img/slide46.png	./storage.googleapis.com/strangeloop2017/img/slide46.png	(from https://storage.googleapis.com/strangeloop2017/slide46.html)
22:27:50	135566/135566	---M--	200	added ('OK')	image/png	etag:%222303cc59e5c934e78c594b34e80fb511%22	https://storage.googleapis.com/strangeloop2017/img/slide48.png	./storage.googleapis.com/strangeloop2017/img/slide48.png	(from https://storage.googleapis.com/strangeloop2017/slide48.html)
22:27:51	146865/146865	---M--	200	added ('OK')	image/png	etag:%229168bb8f86078e5d9271f9226fa2198e%22	https://storage.googleapis.com/strangeloop2017/img/slide49.png	./storage.googleapis.com/strangeloop2017/img/slide49.png	(from https://storage.googleapis.com/strangeloop2017/slide49.html)
22:27:52	142965/142965	---M--	200	added ('OK')	image/png	etag:%220c74fc20ee77db64ccf9bb26f3618cf3%22	https://storage.googleapis.com/strangeloop2017/img/slide50.png	./storage.googleapis.com/strangeloop2017/img/slide50.png	(from https://storage.googleapis.com/strangeloop2017/slide50.html)
22:27:53	116425/116425	---M--	200	added ('OK')	image/png	etag:%22e069284a19088f938283a478c6f7c337%22	https://storage.googleapis.com/strangeloop2017/img/slide51.png	./storage.googleapis.com/strangeloop2017/img/slide51.png	(from https://storage.googleapis.com/strangeloop2017/slide51.html)
22:27:54	286571/286571	---M--	200	added ('OK')	image/png	etag:%226f831b38f1b7905231c1523b69053663%22	https://storage.googleapis.com/strangeloop2017/img/slide52.png	./storage.googleapis.com/strangeloop2017/img/slide52.png	(from https://storage.googleapis.com/strangeloop2017/slide52.html)
22:27:55	82820/82820	---M--	200	added ('OK')	image/png	etag:%22f5a7027b1d21a94261fbeebdb0c89580%22	https://storage.googleapis.com/strangeloop2017/img/slide54.png	./storage.googleapis.com/strangeloop2017/img/slide54.png	(from https://storage.googleapis.com/strangeloop2017/slide54.html)
